2017/11/21,317.81,7256381,310.86,318.23,308.71,
2018/06/01,291.82,5417984,285.86,291.95,283.839,
2017/11/27,316.81,4537779,313.25,317.34,309.51,
2016/06/13,217.87,4187833,219.5,225.77,217.66,
2017/12/18,338.87,5466546,344.9,346.73,337.58,
2017/01/30,250.63,3798638,252.53,255.29,247.1,
2017/11/20,308.74,8241821,313.79,315.5,304.75,
2016/10/26,202.24,5346893,201,203.19,200.1,
2016/05/05,211.53,11248340,228.46,228.64,209.79,
2018/07/06,308.9,8860198,304.955,312.07,302,
2018/07/10,322.47,9437557,324.56,327.677,319.2,
2016/10/26,202.24,5346893,201,203.19,200.1,
2018/01/08,336.41,9832610,316,337.02,315.5,
2016/08/18,223.51,1699300,223.82,225.66,222.29,
2018/02/08,315.23,10296420,343.31,348.62,314.6,
2018/03/02,335.12,5088789,326.98,335.22,322.97,
2017/11/03,306.09,8885933,299.5,306.25,295.13,
2015/11/03,208.35,8065091,213.85,214.44,207.75,
2016/06/01,219.56,2982270,221.48,222.4,216.89,
2017/01/30,250.63,3798638,252.53,255.29,247.1,
